,glottocode,name,isocodes,macroarea,latitude,longitude
1022,awut1241,Awutu,afu,Africa,5.42441,-0.59545
1023,awyi1241,Awyi,auw,Papunesia,-3.00564,140.604
1024,axam1237,Axamb,ahb,Papunesia,-16.4838,167.707
1026,axiy1235,Axi Yi,yix,Eurasia,24.6009,103.713
1027,ayac1239,Ayacucho Quechua,quy,South America,-13.84714,-74.32246
1029,ayau1235,Ayautla Mazatec,vmy,North America,18.0993,-96.5952
1030,ayer1245,Ayere,aye,Africa,7.52206,6.01979
1032,ayic1234,Ayi (China),ayx,Eurasia,27.1213,98.8684
1033,ayip1235,Ayi (Papua New Guinea),ayq,Papunesia,-3.95946,142.407
1034,ayiw1239,Ayiwo,nfl,Papunesia,-10.282595,166.328715
1035,ayiz1244,Ayizi,yyz,Eurasia,25.0,103.7
1036,ayiz1245,Ayizo Gbe,ayb,Africa,6.62654,2.20552
1041,ayoq1235,Ayoquesco Zapotec,zaf,North America,16.6633,-96.8575
1042,ayor1240,Ayoreo,ayo,South America,-19.220055,-60.217495
1046,ayuu1242,Ayu,ayu,Africa,9.2634,8.60225
1048,ayut1236,Ayutla Mixtec,miy,North America,16.8833,-98.9916
1052,azha1235,Azha,aza,Eurasia,23.9,104.15
1053,azhe1235,Azhe,yiz,Eurasia,24.405,103.441
1057,azoy1236,Azoyú Me'phaa,tpc,North America,16.7584,-98.5241
1059,kwaa1262,Baa,kwb,Africa,9.42222,11.4439
1064,baan1241,Baan,bvj,Africa,4.66709,7.30065
1065,baan1242,Baangi,bqx,Africa,10.8083,5.7261
1066,baat1238,Baatonum,bba,Africa,9.63186,2.99607
1068,baba1264,Baba,bbw,Africa,6.11222,10.5216
1073,baba1273,Babalia Creole Arabic,bbz,Africa,12.7617,16.6925
1074,baba1267,Baba Malay,mbf,Eurasia,1.75414,103.076
1075,baba1263,Babango,bbm,Africa,1.79475,23.5851
1076,baba1266,Babanki,bbk,Africa,5.97863,10.2869
1077,baba1268,Babatana,baa,Papunesia,-7.22281,157.149
1080,babi1235,Babine,bcr,North America,55.0997,-126.41
1083,babu1240,Babuza,bzg,Papunesia,24.0017,120.585
1085,baca1246,Bacama,bcy,Africa,9.53072,12.0416
1087,baca1243,Bacanese Malay,btj,Papunesia,-0.62275,127.49
1093,bada1257,Badaga,bfq,Eurasia,11.3094,76.5974
1094,bada1261,Bada (Indonesia),bhz,Papunesia,-1.80249,120.319
1095,bada1258,Bada (Nigeria),bau,Africa,9.62456,9.95
1097,bade1248,Bade,bde,Africa,12.789,10.6557
1098,bade1240,Badeshi,bdz,Eurasia,35.2655,72.6823
1100,badi1247,Bädi Kanum,khd,Papunesia,-8.85301,140.753
1101,badi1246,Badimaya,bia,Australia,-29.0647,117.246
1106,badu1237,Badui,bac,Papunesia,-6.35359,106.177
1108,baeg1237,Baeggu,bvd,Papunesia,-8.49014,160.771
1109,bael1237,Baelelea,bvc,Papunesia,-8.41627,160.721
1111,baet1237,Baetora,btr,Papunesia,-15.2574,168.159
1112,bafa1249,Bafanji,bfj,Africa,5.84612,10.4518
1115,bafa1247,Bafaw-Balong,bwt,Africa,4.53307,9.522
1118,bafi1243,Bafia,ksf,Africa,4.72603,11.0982
1121,bafu1246,Bafut,bfd,Africa,6.14153,10.1194
1124,baga1271,Baga Kaloum,bqf,Africa,9.951,-12.887
1125,baga1273,Baga Koga,bgo,Africa,10.1286,-13.947
1127,baga1270,Baga Manduri,bmd,Africa,10.76747,-14.60521
1128,baga1276,Baga Mboteni,bgm,Africa,12.27246,-12.07358
1129,baga1275,Baga Mboteni-Binari,bcg,Africa,10.5271,-14.6111
1131,baga1272,Baga Sitemu,bsp,Africa,10.4793,-14.4756
1132,baga1274,Baga Sobané,bsv,Africa,9.98865,-13.9054
1136,bagh1251,Bagheli,bfy,Eurasia,24.6837,87.4994
1138,bagi1246,Bagirmi,bmi,Africa,11.52392,14.769495
1139,bagi1244,Bagirmi Fulfulde,fui,Africa,8.81656,18.3467
1142,bago1245,Bago-Kusuntu,bqg,Africa,8.52697,1.41214
1143,bagr1243,Bagri,bgq,Eurasia,28.6036,71.453
1147,bagu1252,Bagupi,bpi,Papunesia,-5.07778,145.632
1148,bagu1251,Bagusa,bqb,Papunesia,-1.98844,137.914
1149,bagv1239,Bagvalal,kva,Eurasia,42.3966,46.1041
1151,baha1256,Baha Buyang,yha,Eurasia,23.0105,104.449
1152,baha1258,Baham,bdw,Papunesia,-3.10628,132.637
1153,baha1260,Bahamas Creole English,bah,North America,25.032149,-77.390587
1155,baha1259,Baharna Arabic,abv,Eurasia,26.223615,50.580811
1156,baha1257,Bahau,bhv,Papunesia,0.30801,115.332
1160,bahi1254,Bahinemo,bjh,Papunesia,-4.55527,142.832
1161,bahi1252,Bahing,bhj,Eurasia,27.3323,86.3949
1163,bahn1262,Bahnar,bdq,Eurasia,14.0476,108.471
1166,baho1237,Bahonsuai,bsu,Papunesia,-2.22572,121.707
1170,baii1251,Bai,bdj,Africa,7.57221,26.48246
1171,baib1251,Baibai,bbf,Papunesia,-3.42672,141.345
1176,baik1238,Baikeno,bkx,Papunesia,-9.32991,124.256
1177,baim1244,Baima,bqh,Eurasia,33.1001,103.952
1179,baim1245,Baimak,bmx,Papunesia,-5.18943,145.606
1180,bain1261,Bainouk-Gunyaamolo-Gutobor,bcz,Africa,12.8672,-16.229
1181,bain1260,Bainouk-Samik,bcb,Africa,12.5053,-15.9969
1182,bain1259,Bainounk-Gujaher,bab,Africa,12.3128,-16.0586
1184,bais1246,Baiso,bsw,Africa,6.44892,37.7681
1185,bais1242,Baissa Fali,fah,Africa,7.38023,10.7684
1189,baja1265,Bajan,bjs,North America,13.1365,-59.5346
1196,baje1238,Bajelani,bjm,Eurasia,33.9498,42.9867
1203,baka1272,Baka (Cameroon),bkc,Africa,2.16013,13.7804
1204,baka1277,Bakairí,bkq,South America,-14.2628,-54.7034
1205,baka1273,Bakaka,bqz,Africa,4.79991,9.80402
1207,baka1274,Baka (Sudan),bdh,Africa,4.65943,29.59
1213,bakh1245,Bakhtiari,bqi,Eurasia,32.0163,49.7713
1214,baki1244,Baki,bki,Papunesia,-16.7096,168.165
1218,bako1249,Bakoko,bkh,Africa,3.56518,9.99905
1219,bako1250,Bakole,kme,Africa,4.43654,8.97387
1221,bakp1238,Bakpinka,bbs,Africa,5.26756,8.26321
1223,baku1263,Bakumpai,bkr,Papunesia,-1.98842,114.77
1229,bakw1243,Bakwé,bjw,Africa,5.23123,-6.51077
1233,bala1314,Balaesang,bls,Papunesia,-0.05644,119.689
1239,bala1310,Balangao,blw,Papunesia,17.0994,121.272
1240,bala1311,Balangingi,sse,Papunesia,6.011614,121.686646
1243,bala1302,Balanta-Ganja,bjt,Africa,12.5382,-15.6658
1244,bala1315,Balantak,blz,Papunesia,-0.86809,123.289
1245,bala1301,Balanta-Kentohe,ble,Africa,11.8203,-15.3221
1249,bala1306,Balau,blg,Papunesia,1.33476,110.913
1252,bald1241,Baldemu,bdn,Africa,10.9078,14.4674
1258,bali1274,Bali (Democratic Republic of Congo),bcp,Africa,1.1807,26.5941
1261,bali1278,Balinese,ban,Papunesia,-8.35714,115.075
1262,bali1279,Balinese Malay,mhp,Papunesia,-8.35714,115.075
1264,bali1245,Bali (Nigeria),bcn,Africa,8.81345,11.2952
1266,balk1254,Balkan Gagauz Turkish,bgx,Eurasia,41.170545,24.44567
1267,balk1252,Balkan Romani,rmn,Eurasia,42.67,21.17
1271,balo1264,Balo,bqo,Africa,6.12552,9.69365
1272,liki1240,Balobo,lie,Africa,1.75106,19.0222
1276,balt1258,Balti,bft,Eurasia,34.4491,77.2859
1277,balt1257,Baltic Romani,rml,Eurasia,60.0,38.0
1285,bama1251,Bamali,bbq,Africa,5.91327,10.4567
1286,bamb1265,Bambalang,bmo,Africa,5.861,10.544
1287,bamb1270,Bambam,ptu,Papunesia,-3.02759,119.201
1289,bamb1269,Bambara,bam,Africa,12.0401,-9.98949
1290,bamb1262,Bambassi,myf,Africa,9.82554,34.6522
1293,bamb1266,Bambili-Bambui,baw,Africa,6.10821,10.2233
1300,bame1260,Bamenyam,bce,Africa,5.77049,10.3302
1304,bamu1257,Bamu,bcf,Papunesia,-7.93818,143.545
1305,bamu1254,Bamukumbit,bqt,Africa,5.87292,10.3537
1307,bamu1253,Bamun,bax,Africa,5.49017,10.8477
1308,bamu1256,Bamunka,bvm,Africa,6.00203,10.5127
1310,bamw1238,Bamwe,bmg,Africa,2.16773,19.1644
1311,bana1305,Bana,bcw,Africa,10.3535,13.6131
1319,bana1288,Banao Itneg,bjx,Papunesia,17.5643,121.05
1323,bana1292,Banaro,byz,Papunesia,-4.56615,144.329
1329,band1344,Banda-Bambari,liy,Africa,6.21563,20.9827
1330,band1343,Banda-Banda,bpd,Africa,6.63889,22.7568
1331,band1355,Banda (Indonesia),bnd,Papunesia,-5.42138,133.142
1333,band1353,Banda Malay,bpq,Papunesia,-4.55565,129.905
1334,band1342,Banda-Mbrès,bqk,Africa,7.32924,23.0108
1335,band1345,Banda-Ndélé,bfl,Africa,8.03339,23.9021
1337,band1348,Banda-Yangere,yaj,Africa,3.95763,16.5907
1338,band1352,Bandi,bza,Africa,7.73729,-10.1684
1339,band1340,Bandial,bqj,Africa,12.5258,-16.4245
1340,band1337,Bandjigali,bjd,Australia,-30.0771,143.282
1350,sout2908,Bangad,ksc,Papunesia,17.2936,121.068
1351,bang1353,Bangala,bxg,Africa,3.3466,28.04453
1358,bang1345,Bangba,bbe,Africa,3.39956,28.3138
1360,bang1368,Banggai,bgz,Papunesia,-1.58305,123.171
1361,bang1339,Banggarla,bjb,Australia,-33.3036,136.079
1363,bang1354,Bangi,bni,Africa,-0.87437,17.227
1364,bang1363,Bangime,dba,Africa,14.8116,-3.77092
1366,bang1365,Bangka,mfb,Papunesia,-1.73288,105.897
1371,bang1356,Bangolan,bgj,Africa,6.0125,10.667
1376,bang1350,Bangubangu,bnx,Africa,-4.31464,27.2438
1380,bang1348,Bangwinji,bsj,Africa,9.57157,11.2022
1383,guar1293,Baniva de Maroa,gae,South America,1.80835,-66.922505
1384,bani1255,Baniwa do Icana,bwi,South America,2.17859,-67.7704
1385,banj1239,Banjar,bjn,Papunesia,0.747105,115.79
1386,bank1258,Bankagooma,bxw,Africa,11.7497,-5.50744
1388,bank1259,Bankan Tey Dogon,dbw,Africa,15.06,-2.92
1390,bank1251,Ban Khor Sign Language,bfk,Eurasia,16.911,103.296
1391,bank1256,Bankon,abb,Africa,4.3702,9.6403
1394,bann1247,Bannoni,bcm,Papunesia,-6.23061,155.128
1406,bant1281,Bantawa,bap,Eurasia,27.12147,87.04738
1413,bant1286,Bantik,bnq,Papunesia,1.44586,124.846
1414,bant1288,Bantoanon,bno,Papunesia,12.5194,122.034
1425,baou1238,Baoulé,bci,Africa,5.42509,-4.76565
1432,bara1357,Baraamu,brd,Eurasia,28.3768,85.0584
1441,nucl1630,Barai,bbb,Papunesia,-9.46246,147.899
1442,bare1279,Barain,bva,Africa,11.1168,18.0764
1444,bara1367,Barakai,baj,Papunesia,-6.7394,134.671
1448,bara1362,Barama,bbg,Africa,-2.49659,10.6777
1449,bara1369,Bara Malagasy,bhr,Africa,-23.9716,45.5937
1450,bara1361,Barambu,brm,Africa,3.34642,26.861
1451,bara1370,Baram Kayan,kys,Papunesia,3.51211,114.482
1452,bara1378,Baramu,bmz,Papunesia,-8.4885,143.002
1456,bara1375,Barapasi,brp,Papunesia,-2.28732,137.054
1457,bara1371,Baras,brs,Papunesia,-1.5667,119.342
1458,bara1380,Barasana-Eduria,bsn,South America,0.02193,-70.808
1464,barb1242,Barbacoas,bpb,South America,1.5206,-78.4834
1465,barb1263,Barbareño,boi,North America,34.462,-119.699
1467,barc1235,Barclayville Grebo,gry,Africa,4.67843,-8.09378
1470,bard1255,Bardi,bcj,Australia,-16.6274,122.906
1472,bare1276,Baré,bae,South America,1.91649,-66.828
1479,barg1252,Bargam,mlp,Papunesia,-4.8723,145.756
1482,bari1284,Bari,bfa,Africa,4.19522,31.0723
1483,bari1297,Barí,mot,South America,9.08497,-72.9353
1484,bari1286,Bariai,bch,Papunesia,-5.5087,148.666
1485,bari1290,Bariji,bjc,Papunesia,-9.231,148.454
1487,bari1241,Barikanchi,bxo,Africa,11.989,8.4331
1488,bari1298,Barikewa,jbk,Papunesia,-7.09739,143.99279
1499,baro1253,Barok,bjk,Papunesia,-3.47672,152.193
1500,baro1252,Barombi,bbi,Africa,4.64584,9.25261
1506,barr1251,Barro Negro Tunebo,tbn,South America,6.12622,-72.044
1507,barr1247,Barrow Point,bpt,Australia,-14.1219,144.531
1511,baru1269,Baruga,bjz,Papunesia,-9.40132,148.761
1515,baru1267,Baruya,byr,Papunesia,-6.89261,145.818
1517,barw1243,Barwe,bwg,Africa,-17.675,33.4534
1519,barz1241,Barzani Jewish Neo-Aramaic,bjf,Eurasia,31.7696,35.1536
1520,basa1284,Basa (Cameroon),bas,Africa,3.80765,10.4213
1521,basa1280,Basa-Gumna,bsl,Africa,9.94207,6.58105
1522,basa1281,Basa-Gurmana,buj,Africa,10.2488,6.74865
1526,basa1282,Basa (Nigeria),bzw,Africa,8.03159,7.06183
1527,basa1286,Basap,bdb,Papunesia,1.41405,117.942
1529,basa1287,Basay,byq,Papunesia,25.0046,121.857
1534,bash1263,Bashkardi,bsg,Eurasia,32.0,53.0
1535,bash1264,Bashkir,bak,Eurasia,53.5967,56.5594
1540,bask1236,Basketo,bst,Africa,6.45774,36.5763
1543,basq1248,Basque,eus,Eurasia,43.2787,-1.31622
1547,nucl1418,Bassa,bsq,Africa,7.27501,-11.543
1548,bass1259,Bassa-Kontagora,bsr,Africa,10.3333,4.98331
1549,bass1258,Bassari-Tanda,bsc,Africa,12.4529,-13.3495
1552,bass1260,Bassossi,bsi,Africa,5.23655,9.52275
1559,bata1314,Bata,bta,Africa,9.68091,12.677
1561,bata1297,Bataan Ayta,ayt,Papunesia,14.4153,120.49
1562,bata1298,Batad Ifugao,ifb,Papunesia,16.8266,121.23
1563,bata1301,Batak,bya,Papunesia,10.1115,119.025
1564,bata1292,Batak Alas-Kluet,btz,Papunesia,3.4293,97.8123
1565,bata1290,Batak Angkola,akb,Papunesia,1.66127,99.60248
1566,bata1294,Batak Dairi,btd,Papunesia,2.51438,98.2427
1567,bata1293,Batak Karo,btx,Papunesia,2.12787,98.2517
1568,bata1291,Batak Mandailing,btm,Papunesia,0.85805,99.898
1569,bata1288,Batak Simalungun,bts,Papunesia,3.04372,98.9083
1570,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761
1571,bata1285,Batanga,bnm,Africa,1.397041,9.51011
1579,bate1262,Batek,btq,Eurasia,4.8223,102.382
1585,bate1261,Bateri,btv,Eurasia,33.9964,74.9652
1587,bath1244,Bathari,bhm,Eurasia,17.4485,53.119
1590,bati1251,Bati (Cameroon),btc,Africa,4.25573,11.0591
1592,bati1253,Bati (Indonesia),bvt,Papunesia,-3.61403,130.815
1598,bats1242,Bats,bbl,Eurasia,42.1806,45.344
1599,batu1255,Batu,btu,Africa,6.81588,10.9377
1600,batu1260,Batui,zbt,Papunesia,-1.254442,122.487151
1602,batu1258,Batuley,bay,Papunesia,-5.814412,134.784314
1607,bauu1244,Bau,bbd,Papunesia,-5.26465,145.611
1608,bauc1238,Bauchi,bsf,Africa,10.2077,6.61686
1610,baub1235,Bau-Jagoi Bidayuh,sne,Papunesia,1.54467,109.985
1613,baur1253,Baure,brg,South America,-13.1278,-64.1838
1614,baur1251,Bauria,bge,Eurasia,25.2977,75.8713
1615,baur1252,Bauro,bxa,Papunesia,-10.5826,161.863
1617,bauw1240,Bauwaki,bwk,Papunesia,-9.82577,148.815
1619,bauz1241,Bauzi,bvz,Papunesia,-2.44717,137.629
1620,bava1246,Bavarian,bar,Eurasia,47.9232,13.246
1622,bawm1236,Bawm Chin,bgr,Eurasia,22.4405233333,92.92553
1625,baya1257,Bayali,bjy,Australia,-24.9793,151.699
1632,bayg1239,Baygo,byg,Africa,11.13,25.22
1633,baym1241,Bay Miwok,mkq,North America,37.784,-122.419
1639,bayo1260,Bayono,byl,Papunesia,-5.21728,139.617
1640,bayo1255,Bayot,bda,Africa,12.6881,-16.3947
1642,bayu1240,Bayungu,bxj,Australia,-23.3809,114.108
1645,bazi1237,Bazigar,bfr,Eurasia,25.2977,77.2213
1648,beam1240,Beami,beo,Papunesia,-6.14949,142.508
1652,beav1236,Beaver,bea,North America,56.7984,-120.352
1653,beba1238,Beba,bfp,Africa,6.32256,9.73577
1654,bebe1250,Bebe,bzv,Africa,6.74825,10.5646
1656,bebe1248,Bebele,beb,Africa,4.78874,12.824
1657,bebe1252,Bebeli,bek,Papunesia,-5.63282,150.323
1660,bebi1242,Bebil,bxp,Africa,4.86672,13.3848
1667,bedi1235,Bedik,tnr,Africa,12.7531,-12.4796
1669,bedo1237,Bedoanas,bed,Papunesia,-2.74438,132.566
1672,beek1238,Beeke,bkf,Africa,3.18438,29.9842
1673,beel1236,Beele,bxq,Africa,10.1609,10.4204
1674,beem1239,Beembe,beq,Africa,-3.95895,14.1
1675,beez1238,Beezen,bnz,Africa,6.81552,10.109
1676,befa1241,Befang,bby,Africa,6.27562,10.0342
1678,begb1241,Begbere-Ejar,bqv,Africa,9.40519,7.59566
1687,beja1238,Beja,bej,Africa,17.2436,36.6666
1691,bekw1241,Bekwarra,bkv,Africa,6.73737,8.86489
1692,bekw1242,Bekwil,bkw,Africa,1.71801,14.6527
1695,bela1256,Belanda Bor,bxb,Africa,6.6503,27.8232
1696,bela1255,Belanda Viri,bvi,Africa,7.41311,27.6956
1698,bela1254,Belarusian,bel,Eurasia,53.2307,25.6038
1704,nyal1254,Belep,yly,Papunesia,-19.72,163.66
1708,belh1239,Belhariya,byw,Eurasia,26.9972,87.2783
1709,beli1258,Beli (Papua New Guinea),bey,Papunesia,-3.67881,142.34
1710,beli1257,Beli (Sudan),blm,Africa,6.40428,29.7954
1711,beli1260,Belize Kriol English,bzj,North America,17.3941,-88.6281
1713,bell1243,Bella Coola,blc,North America,52.3448,-126.689
1714,bell1261,Bellari,brw,Eurasia,12.58518,76.10249
1721,bemb1258,Bemba (Democratic Republic of Congo),bmy,Africa,-10.0,28.08
1722,bemb1257,Bemba (Zambia),bem,Africa,-10.6122,29.2993
1723,bemb1255,Bembe,bmb,Africa,-4.49057,29.0507
1728,bena1264,Benabena,bef,Papunesia,-6.09974,145.534
1730,bena1260,Bena (Nigeria),yun,Africa,9.74861,12.3972
1732,bena1262,Bena (Tanzania),bez,Africa,-9.26671,35.0364
1734,benc1235,Bench,bcq,Africa,7.04682,35.7673
1735,bend1258,Bende,bdp,Africa,-6.22082,30.5926
1737,bend1260,Bendi,bct,Africa,2.20229,30.3679
1743,beng1286,Beng,nhb,Africa,7.78122,-4.23539
1744,beng1282,Benga,bng,Africa,1.075766,9.600739
1745,beng1280,Bengali,ben,Eurasia,24.0,90.0
1749,beng1287,Benggoi,bgy,Papunesia,-3.13924,130.091
1757,bent1238,Ben Tey Dogon,dbt,Africa,14.78,-2.94
1758,bent1237,Bentong,bnu,Papunesia,-4.76004,119.806
1760,beny1237,Benyadu',byd,Papunesia,0.78534,109.753
1764,beot1247,Beothuk,bue,North America,48.0,-57.0
1765,bepo1240,Bepour,bie,Papunesia,-4.5985,145.442
1767,bera1259,Bera,brf,Africa,1.50054,30.0293
1770,bera1261,Berakou,bxv,Africa,12.8324,16.7259
1772,bera1262,Berau Malay,bve,Papunesia,1.6687,117.934
1773,berb1259,Berbice Creole Dutch,brc,South America,5.3829,-58.0002
1781,zagh1240,Beria,zag,Africa,17.4842,23.4626
1782,beri1254,Berik,bkl,Papunesia,-2.26904,138.866
1784,beri1253,Berinomo,bit,Papunesia,-4.41689,142.463
1788,bero1242,Berom,bom,Africa,9.67037,8.81221
1790,bert1248,Berta,wti,Africa,10.6474,34.7042
1791,bert1249,Berti,byt,Africa,14.67,25.83
1796,besi1244,Besisi,mhe,Eurasia,2.717,101.676
1798,besm1235,Besme,bes,Africa,9.59226,16.0938
1799,beso1237,Besoa,bep,Papunesia,-1.60095,120.379
1801,beta1253,Betaf,bfe,Papunesia,-2.12422,139.255
1804,beta1252,Betawi,bew,Papunesia,-6.21174,107.022
1806,bete1262,Bete-Bendi,btt,Africa,6.62037,9.20189
1808,bete1261,Bete (Yukubenic),byf,Africa,7.02128,9.74302
1810,beti1250,Beti (Cameroon),btb,Africa,3.22265,11.6896
1811,beti1248,Beti (Côte d'Ivoire),eot,Africa,5.26495,-3.28627
1815,bett1235,Betta Kurumba,xub,Eurasia,11.6385,76.6064
1822,bezh1248,Bezhta,kap,Eurasia,42.1206,46.0332
1826,bhad1241,Bhadrawahi,bhd,Eurasia,33.2851,75.8707
1829,bhal1245,Bhalay,bhx,Eurasia,21.2665,77.8268
1836,bhar1241,Bharia,bha,Eurasia,22.3429,83.1071
1841,bhat1237,Bhatola,btl,Eurasia,22.7174,80.842
1842,bhat1265,Bhatri,bgw,Eurasia,19.26078,82.24055
1844,bhat1263,Bhattiyali,bht,Eurasia,32.4022,76.0311
1846,bhay1238,Bhaya,bhe,Eurasia,25.482,69.31
1847,bhel1238,Bhele,bhy,Africa,0.24553,28.6681
1848,bhil1253,Bhilali,bhi,Eurasia,22.58346,74.59014
1849,bhil1251,Bhili,bhb,Eurasia,20.85,73.9592
1853,bhoj1244,Bhojpuri,bho,Eurasia,26.458455,84.817115
1856,bhot1235,Bhoti Kinnauri,nes,Eurasia,31.8503,78.5728
1863,bhun1242,Bhunjia,bhu,Eurasia,21.2761,83.1614
1866,biaf1240,Biafada,bif,Africa,11.467,-15.1347
1869,biak1248,Biak,bhw,Papunesia,-0.9523,135.879
1871,bial1238,Biali,beh,Africa,11.0382,1.08259
1872,bian1252,Biangai,big,Papunesia,-7.33882,146.765
1875,bian1251,Bian Marind,bpv,Papunesia,-7.35942,140.568
1876,biao1254,Biao-Jiao Mien,bje,Eurasia,25.5309,111.344
1878,biao1256,Biao Mon,bmt,Eurasia,24.6451,113.469
1881,biat1246,Biatah Bidayuh,bth,Papunesia,1.17596,110.254
1886,bidi1241,Bidiyo,bid,Africa,11.9204,18.8065
1891,bidy1243,Bidyara,bym,Australia,-25.555,146.147
1892,biem1237,Biem,bmc,Papunesia,-3.61342,144.816
1893,bier1244,Bierebo,bnk,Papunesia,-16.6663,168.154
1894,bier1246,Bieria,brj,Papunesia,-16.7867,168.232
1895,biet1238,Biete,biu,Eurasia,24.273507,92.94342
1896,biga1238,Biga,bhc,Papunesia,-1.99574,130.272
1897,biga1237,Bigambal,xbe,Australia,-28.266,149.515
1899,bign1238,Big Nambas,nmb,Papunesia,-16.0903,167.239
1902,biha1246,Bih,ibh,Eurasia,12.483333,108.016667
1912,bijo1238,Bijori,bix,Eurasia,22.5904,84.1907
1915,bika1251,Bikaru-Bragge,bic,Papunesia,-4.86,142.945
1921,biky1238,Bikya,byb,Africa,6.74997,10.5333
1923,bila1255,Bila,bip,Africa,1.16839,28.7626
1924,bila1257,Bilakura,bql,Papunesia,-4.93116,145.559
1926,bila1253,Bilaspuri,kfs,Eurasia,31.3842,76.6739
1928,bilb1242,Bilba,bpz,Papunesia,-10.6503,123.307
1929,bilb1241,Bilbil,brz,Papunesia,-5.26505,145.764
1930,bile1244,Bile,bil,Africa,8.90052,11.1907
1936,bili1260,Bilin,byn,Africa,15.7833,38.3917
1941,bilm1238,Bilma Kanuri,bms,Africa,19.1,13.0665
1942,bilo1248,Biloxi,bll,North America,31.32,-89.1951
1943,bilu1245,Bilua,blb,Papunesia,-7.92388,156.663
1944,bilu1244,Bilur,bxf,Papunesia,-4.39732,152.334
1946,bima1247,Bima,bhp,Papunesia,-8.57376,118.445
1949,bimi1240,Bimin,bhl,Papunesia,-5.38732,142.04
1950,bimo1239,Bimoba,bim,Africa,10.4575,0.06121
1951,bina1275,Binahari,bxz,Papunesia,-10.0874,148.835
1953,bina1277,Binandere,bhg,Papunesia,-8.37433,147.884
1955,bina1270,Bina (Nigeria),byj,Africa,10.2868,8.19726
1956,bina1271,Bina (Papua New Guinea),bmn,Papunesia,-10.2667,149.661
1963,bine1240,Bine,bon,Papunesia,-9.08879,142.893
1966,bini1246,Bini,bin,Africa,6.40701,5.70426
1968,gunw1252,Bininj Kun-Wok,gup,Australia,-12.3398,133.358
1972,binj1249,Binji,bpj,Africa,-6.7,21.7
1974,bino1237,Binongan Itneg,itb,Papunesia,17.5972,120.876
1976,bint1245,Bintauna,bne,Papunesia,0.75069,123.486
1977,bint1246,Bintulu,bny,Papunesia,3.867,113.634
1979,binu1245,Binumarien,bjr,Papunesia,-6.22068,146.102
1980,bipi1237,Bipi,biq,Papunesia,-2.11115,146.398
1981,bira1254,Birao,brr,Papunesia,-9.73716,160.52
1984,birg1239,Birgit,btf,Africa,12.0228,19.8182
1985,birh1242,Birhor,biy,Eurasia,23.585,85.5611
1986,biri1256,Biri,bzr,Australia,-20.1494,146.67
1987,biri1259,Biritai,bqq,Papunesia,-2.92042,137.68
1989,birk1242,Birked,brk,Africa,12.5,24.83
1990,gana1268,Birrdhawal,ihw,Australia,-37.62635582,147.8838803
1991,birr1240,Birri,bvq,Africa,5.3328,27.0842
1993,birw1238,Birwa,brl,Africa,-22.17,28.33
1996,bise1238,Biseni,ije,Africa,5.40296,6.51646
1999,bish1244,Bishnupuriya,bpy,Eurasia,24.4578,92.0157
2000,bish1246,Bishuo,bwh,Africa,6.67251,9.79396
2002,bisi1244,Bisis,bnw,Papunesia,-4.46238,143.058
2003,bisl1239,Bislama,bis,Papunesia,-15.4,166.89
2005,biso1243,Bisorio,bir,Papunesia,-4.77763,143.213
2006,biss1248,Bissa,bib,Africa,10.4257,-1.67332
2009,bisu1244,Bisu,bzi,Eurasia,20.8542,99.9862
2012,bitt1240,Bit,bgk,Eurasia,21.3474,101.916
2016,bita1251,Bitare,brt,Africa,6.87398,11.3072
2021,bitu1242,Bitur,mcc,Papunesia,-8.51839,142.71
2023,biwa1243,Biwat,bwm,Papunesia,-4.39429,143.873
2024,biyo1243,Biyo,byo,Eurasia,22.511,101.652
2025,biyo1244,Biyom,bpm,Papunesia,-5.79929,145.348
2026,blab1237,Blablanga,blp,Papunesia,-8.15058,159.419
2031,blag1240,Blagar,beu,Papunesia,-8.31787,124.251
2032,blan1242,Blang,blr,Eurasia,22.0092,99.7405
2041,boan1242,Boano (Maluku),bzn,Papunesia,-2.95535,127.953
2042,boan1243,Boano (Sulawesi),bzl,Papunesia,0.51152,120.992
2046,bobo1255,Bobongko,bgb,Papunesia,-0.36759,121.922
2047,bobo1254,Bobot,bty,Papunesia,-3.43514,130.179
2055,bodo1272,Bodo (Central African Republic),boy,Africa,6.0,26.0
2057,bodo1267,Bodo Gadaba,gbj,Eurasia,18.3857,82.771
2060,bodo1269,Bodo (India),brx,Eurasia,26.725455,89.333235
2062,bodo1266,Bodo Parja,bdv,Eurasia,19.0745,82.8774
2066,bofi1238,Bofi,bff,Africa,4.02043,17.3032
2067,boga1251,Boga,bvw,Africa,10.188,12.936
2069,boga1247,Bogaya,boq,Papunesia,-5.54487,142.255
2070,bogh1241,Boghom,bux,Africa,9.49679,10.11454
2073,bogu1241,Boguru,bqu,Africa,4.49213,29.1344
2079,boht1238,Bohtan Neo-Aramaic,bhn,Eurasia,43.6405,44.482
2083,boik1241,Boikin,bzf,Papunesia,-3.68297,143.474
2091,bokh1237,Bokha,ybk,Eurasia,23.05,103.7
2094,boko1267,Bokobaru,bus,Africa,9.52724,3.80058
2095,boko1266,Boko (Benin),bqc,Africa,10.5189,3.71771
2097,boko1263,Boko (Democratic Republic of Congo),bkp,Africa,1.51612,18.8806
2100,boko1261,Bokoto,bdt,Africa,4.75111,16.6721
