,glottocode,name,isocodes,macroarea,latitude,longitude
2320,bubi1249,Bubia,bbx,Africa,4.02178,9.22304
2327,bude1236,Budeh Stieng,stt,Eurasia,11.6917,106.691
2328,budi1249,Budibud,btp,Papunesia,-9.29802,153.689
2331,budo1241,Budong-Budong,bdx,Papunesia,-2.07756,119.327
2333,budu1250,Budu,buu,Africa,2.00501,27.951
2335,budu1248,Budukh,bdk,Eurasia,41.2272,48.3353
2337,budu1265,Buduma,bdm,Africa,13.0692,14.4492
2339,budz1238,Budza,bja,Africa,2.19951,22.6107
2346,buga1247,Bugan,bbh,Eurasia,23.6124,104.963
2349,buga1250,Bugawac,buk,Papunesia,-6.67519,147.32
2351,bugh1239,Bughotu,bgt,Papunesia,-8.47948,159.802
2352,bugi1244,Buginese,bug,Papunesia,-4.47,119.977
2353,bugl1243,Buglere,sab,North America,8.57695,-81.25648
2358,bugu1246,Bugun,bgg,Eurasia,27.204,92.367
2361,buhi1245,Buhid,bku,Papunesia,12.6396,121.21
2362,buhu1237,Buhutu,bxh,Papunesia,-10.5074,150.18
2364,bujh1238,Bujhyal,byh,Eurasia,28.0084,84.5068
2371,buka1257,Bukar-Sadung Bidayuh,sdo,Papunesia,0.96817,110.657
2372,buka1261,Bukat,bvk,Papunesia,1.29075,113.246
2374,bukh1238,Bukharic,bhh,Eurasia,41.0,64.0
2376,buki1248,Bukitan,bkn,Papunesia,2.34947,114.895
2377,buki1247,Bukit Malay,bvu,Papunesia,-2.75049,115.64
2378,buki1249,Bukiyip,ape,Papunesia,-3.47169,143.111
2380,buks1238,Buksa,tkb,Eurasia,29.0853,79.4233
2383,buku1249,Bukusu,bxk,Africa,0.68043,34.7719
2384,bukw1238,Bukwen,buz,Africa,6.9415,10.2006
2395,bulg1262,Bulgarian,bul,Eurasia,43.3646,25.047
2396,bulg1240,Bulgarian Sign Language,bqn,Eurasia,42.7918,25.0026
2397,bulg1265,Bulgebi,bmp,Papunesia,-5.69713,146.403
2399,buli1254,Buli (Ghana),bwu,Africa,10.5763,-1.26748
2400,buli1255,Buli (Indonesia),bzq,Papunesia,1.0008,128.443
2403,bull1247,Bullom So,buy,Africa,9.0,-13.16
2406,bulo1242,Bulo Stieng,sti,Eurasia,11.9777,106.798
2407,bulu1251,Bulu (Cameroon),bum,Africa,3.16141,11.6365
2410,bulu1253,Bulu (Papua New Guinea),bjl,Papunesia,-5.06134,150.101
2412,bumm1238,Bum,bmv,Africa,6.48655,10.418
2413,buma1244,Bumaji,byp,Africa,6.4491,9.36028
2418,bumb1241,Bumbita Arapesh,aon,Papunesia,-3.65508,142.859
2421,bumt1240,Bumthangkha,kjz,Eurasia,27.6494,90.8037
2423,bunn1240,Bun,buv,Papunesia,-4.51885,143.892
2424,buna1277,Buna,bvn,Papunesia,-3.95553,144.119
2425,buna1275,Bunaba,bck,Australia,-17.8297,125.631
2426,buna1278,Bunak,bfn,Papunesia,-9.13618,125.216
2427,buna1276,Bunama,bdd,Papunesia,-10.0761,151.066
2428,gahr1239,Bunan,bfu,Eurasia,32.2168,77.9596
2429,buna1273,Bu-Nao Bunu,bwx,Eurasia,24.1025,107.711
2433,bund1253,Bundeli,bns,Eurasia,24.8982,78.9542
2436,bung1259,Bung,bqd,Africa,6.40736,11.6389
2437,bung1270,Bungain,but,Papunesia,-3.69674,143.796
2440,bung1269,Bungku,bkz,Papunesia,-3.22197,122.212
2443,bung1265,Bungu,wun,Africa,-8.32587,32.8801
2450,buno1241,Bunoge Dogon,dgb,Africa,14.43,-3.49
2453,bunu1267,Bunun,bnn,Papunesia,23.4116,121.025
2455,buol1237,Buol,blf,Papunesia,0.97727,121.519
2458,bura1271,Burak,bys,Africa,9.49451,11.0698
2459,bura1269,Buraka,bkg,Africa,4.42283,20.7161
2463,bura1292,Bura-Pabir,bwr,Africa,10.4822,12.3007
2464,bura1267,Burarra,bvr,Australia,-12.3061,134.365
2466,bura1276,Burate,bti,Papunesia,-2.79301,136.038
2467,burd1238,Burduna,bxn,Australia,-22.9646,114.658
2468,bure1242,Bure,bvh,Africa,10.4603,10.4554
2472,burj1242,Burji,bji,Africa,4.44624,38.4646
2476,burm1263,Burmbar,vrt,Papunesia,-16.41653,167.73124
2477,nucl1310,Burmese,mya,Eurasia,20.7926,93.9665
2478,burm1264,Burmeso,bzu,Papunesia,-2.47582,138.203
2482,buru1309,Burui,bry,Papunesia,-4.03527,143.015
2483,buru1303,Buru (Indonesia),mhs,Papunesia,-3.43957,126.632
2486,buru1307,Burumakok,aip,Papunesia,-5.12217,140.03
2487,buru1306,Burum-Mindik,bmu,Papunesia,-6.51663,147.333
2488,buru1301,Burun,bdi,Africa,10.725,33.921
2491,buru1320,Burunge,bds,Africa,-5.21369,35.963
2492,buru1299,Buru (Nigeria),bqw,Africa,7.01091,10.8617
2493,buru1296,Burushaski,bsk,Eurasia,36.2161,74.8236
2494,buru1304,Burusu,bqr,Papunesia,3.36912,117.012
2496,buru1308,Buruwai,asi,Papunesia,-3.54561,133.327
2498,busa1253,Busa,bqp,Africa,9.91074,4.39929
2499,busa1251,Busam,bxs,Africa,5.8604,9.68068
2500,busa1254,Busami,bsm,Papunesia,-1.73681,136.032
2501,busa1255,Busang Kayan,bfg,Papunesia,0.03494,115.401
2503,bush1250,Bushi,buc,Africa,-12.9652,45.1368
2505,bush1247,Bushoong,buf,Africa,-4.69463,21.4556
2508,buso1242,Buso,bso,Africa,12.5008,17.6011
2509,buso1238,Busoa,bup,Papunesia,-5.60524,122.622
2510,buss1239,Bussa,dox,Africa,5.74987,37.2017
2512,busu1244,Busuu,bju,Africa,6.68152,9.78433
2514,butb1235,Butbut Kalinga,kyb,Papunesia,17.2239,121.091
2518,butu1244,Butuanon,btw,Papunesia,8.87009,125.418
2522,buwa1243,Buwal,bhs,Africa,10.6151,13.8838
2525,buya1245,Buya,byy,Africa,-4.90828,26.298
2527,buyu1239,Buyu,byi,Africa,-5.41806,28.5545
2528,buyu1238,Buyuan Jinuo,jiy,Eurasia,22.0,101.08
2533,bwaa1238,Bwa,bww,Africa,2.5957,25.2514
2535,bwai1242,Bwaidoka,bwd,Papunesia,-9.51158,150.297
2539,bwan1241,Bwanabwana,tte,Papunesia,-10.6599,151.034
2541,bwat1240,Bwatoo,bwa,Papunesia,-21.3777,165.076
2543,bwek1238,Bwe Karen,bwe,Eurasia,18.9796,96.9936
2545,bwel1238,Bwela,bwl,Africa,-1.63062,26.4508
2548,bwil1245,Bwile,bwc,Africa,-8.3041,29.4071
2552,bwis1242,Bwisi,bwz,Africa,-3.23686,11.9595
2555,byan1241,Byangsi,bee,Eurasia,29.92002,80.63653
2556,byep1241,Byep,mkk,Africa,4.57276,13.46245
2559,caac1237,Caac,msq,Papunesia,-20.4114,164.578
2560,cabe1245,Cabécar,cjp,North America,9.67031,-83.4102
2561,cabi1241,Cabiyarí,cbb,South America,0.16101,-71.0622
2563,caca1250,Cacaloxtepec Mixtec,miu,North America,17.7248,-97.7637
2564,caca1247,Cacaopera,ccr,North America,13.7437,-88.1133
2567,cacg1235,Cacgia Roglai,roc,Eurasia,11.6489,109.138
2570,cadd1256,Caddo,cad,North America,35.1826,-98.2634
2572,cafu1238,Cafundo,ccd,South America,-23.0448,-43.6455
2576,cagu1236,Cagua,cbh,South America,3.99999,-74.0
2578,cahu1268,Cahuarano,cah,South America,-3.72665,-73.9469
2579,cahu1264,Cahuilla,chl,North America,33.5324,-116.691
2584,caja1238,Cajamarca Quechua,qvc,South America,-7.09314,-78.3214
2585,caja1239,Cajatambo North Lima Quechua,qvl,South America,-10.4126,-76.9602
2586,cajo1238,Cajonos Zapotec,zad,North America,17.1427,-96.3352
2587,caju1236,Cajun French,frc,North America,29.6869,-91.6133
2588,caka1240,Caka,ckx,Africa,6.26979,9.77746
2589,cakc1235,Cakchiquel-Quiché Mixed Language,ckz,North America,14.6467,-90.6989
2590,cakf1236,Cakfem-Mushere,cky,Africa,9.00924,9.16071
2594,cala1258,Calamian Tagbanwa,tbk,Papunesia,12.0716,120.094
2599,cald1236,Calderón Highland Quichua,qud,South America,-0.36205,-78.2587
2600,call1235,Callawalla,caw,South America,-15.88451,-68.10176
2601,calo1235,Calo,rmr,Eurasia,40.8339,-3.5144
2604,calu1238,Caluyanun,clu,Papunesia,12.0489,121.384
2609,cama1250,Camarines Norte Agta,abd,Papunesia,14.1571,122.835
2611,twen1242,Cambap,twn,Africa,6.36656,11.7002
2617,came1252,Cameroon Mambila,mcu,Africa,6.43829,11.41953
2618,came1254,Cameroon Pidgin,wes,Africa,5.43932,9.80166
2619,caml1239,Camling,rab,Eurasia,27.3371,86.7612
2624,camp1262,Campalagian,cml,Papunesia,-4.016667,119.623611
2625,camp1261,Campidanese Sardinian,sro,Eurasia,39.0566,9.03935
2627,cams1241,Camsá,kbh,South America,1.14537,-76.8931
2628,camt1236,Camtho,cmt,Africa,-26.247,27.942
2630,cana1262,Cañar Highland Quichua,qxr,South America,-2.48314,-78.9672
2635,cand1248,Candoshi-Shapra,cbu,South America,-4.23835,-76.9347
2636,cane1242,Canela-Krahô,ram,South America,-6.10712,-45.1299
2638,cani1243,Canichana,caz,South America,-18.83,-63.42
2643,caol1238,Cao Lan,mlc,Eurasia,23.2541,105.521
2644,caom1238,Cao Miao,cov,Eurasia,26.2236,109.547
2645,capa1241,Capanahua,kaq,South America,-6.63254,-74.3813
2647,capi1239,Capiznon,cps,Papunesia,11.4122,122.954
2649,capp1239,Cappadocian Greek,cpg,Eurasia,38.73,35.45
2650,caqu1242,Caquinte,cot,South America,-11.4812,-73.4451
2651,cara1270,Cara,cfd,Africa,10.1281,8.74567
2652,cara1245,Carabayo,cby,South America,-1.7922,-69.9099
2654,cara1271,Caramanta,crf,South America,5.624,-75.877
2655,cara1272,Carapana,cbc,South America,0.06168,-69.6465
2659,cari1275,Caribbean Hindustani,hns,South America,5.722918,-55.333168
2660,cari1276,Caribbean Javanese,jvn,South America,5.62695,-54.6305
2662,cari1279,Carijona,cbd,South America,1.21894,-72.0664
2664,carn1240,Car Nicobarese,caq,Eurasia,9.18853,92.7671
2665,caro1243,Carolina Algonquian,crr,North America,35.979,-77.291
2666,caro1242,Carolinian,cal,Papunesia,15.205,145.765
2667,carp1235,Carpathian Romani,rmc,Eurasia,48.1968,20.3129
2668,carr1249,Carrier,crx,North America,54.3768,-124.328
2671,cash1251,Cashibo-Cacataibo,cbr,South America,-8.70232,-75.4206
2672,cash1254,Cashinahua,cbs,South America,-9.72027,-71.1733
2674,casi1235,Casiguran-Nagtipunan Agta,dgc,Papunesia,16.2176,121.878
2678,casu1237,Casuarina Coast Asmat,asc,Papunesia,-6.43005,138.566
2679,cata1284,Cataelano Mandaya,mst,Papunesia,7.77188,126.373
2680,stan1289,Catalan,cat,Eurasia,41.453,1.569
2681,cata1241,Catalan Sign Language,csc,Eurasia,41.635,-1.97
2683,cata1286,Catawba,chc,North America,34.9685,-80.8857
2685,cauc1241,Cauca,cca,South America,1.267,-69.91
2690,cavi1250,Cavineña,cav,South America,-13.3544,-66.6277
2695,cayu1262,Cayubaba,cyb,South America,-13.2482,-65.4822
2696,cayu1261,Cayuga,cay,North America,42.41,-76.5969
2697,cayu1241,Cayuse,xcy,North America,46.1136,-117.94
2698,ceba1235,Cebaara Senoufo,sef,Africa,9.50768,-6.15264
2700,cebu1242,Cebuano,ceb,Papunesia,8.38799,124.367
2705,cemu1238,Cemuhî,cam,Papunesia,-20.8489,165.13
2715,cent2117,Central Asmat,cns,Papunesia,-5.80391,138.471
2719,cent2118,Central Awyu,awu,Papunesia,-6.29363,139.693
2720,cent2142,Central Aymara,ayr,South America,-17.0,-68.5
2721,cent2004,Central Bai,bca,Eurasia,26.1666,99.7052
2727,cent2098,Central Berawan,zbc,Papunesia,3.97194,114.565
2734,cent2084,Central Cagayan Agta,agt,Papunesia,17.9571,121.857
2740,sout2789,Central Dagaare,dga,Africa,10.4226,-2.52265
2747,cent2100,Central Dusun,dtp,Papunesia,6.02998,116.681
2749,cent2018,Central-Eastern Niger Fulfulde,fuq,Africa,15.0907,8.43261
2754,qaua1234,Central Gelao-Qau,gqu,Eurasia,26.155438,106.16455
2756,cent2041,Central Grebo,grv,Africa,4.88038,-7.88667
2758,guer1241,Central Guerrero Nahuatl,ngu,North America,17.8583,-99.0023
2759,cent2009,Central Hongshuihe Zhuang,zch,Eurasia,23.6818,107.184
2760,cent2134,Central Huasteca Nahuatl,nch,North America,21.0963,-98.4356
2761,cent2013,Central Huishui Hmong,hmc,Eurasia,26.041,106.719
2767,kala1400,Central Kalapuya,kyl,North America,44.9861,-123.925
2768,cent2050,Central Kanuri,knc,Africa,11.8863,16.3918
2771,cent1989,Central Khmer,khm,Eurasia,12.0515,105.015
2778,cent1972,Central Kurdish,ckb,Eurasia,35.6539,45.8077
2782,cent2058,Central Maewo,mwo,Papunesia,-15.0784,168.135
2786,cent2053,Central Malay,pse,Papunesia,-3.79673,103.137
2792,cent2072,Central Masela,mxz,Papunesia,-8.15414,129.865
2793,cent1394,Central Mashan Hmong,hmm,Eurasia,25.60046,106.39604
2794,cent2144,Central Mazahua,maz,North America,19.7357,-100.018
2795,cent2101,Central Melanau,mel,Papunesia,2.524086,111.346451
2800,cent1992,Central Mnong,cmo,Eurasia,12.6313,107.301
2801,cent2194,Central Moroccan Berber,tzm,Africa,32.7415,-2.40872
2806,cent1990,Central Nicobarese,ncb,Eurasia,7.94812,93.3921
2810,cent2136,Central Ojibwa,ojc,North America,46.5741,-84.1543
2811,cent2126,Central Okinawan,ryu,Eurasia,26.14854,127.7816
2812,cent2091,Central Palawano,plc,Papunesia,8.77013,117.838
2813,cent2145,Central Pame,pbs,North America,21.3762,-99.2898
2814,cent1973,Central Pashto,pst,Eurasia,31.9153,69.4529
2817,cent2138,Central Pomo,poo,North America,38.90547,-123.66393
2819,cent2133,Central Puebla Nahuatl,ncx,North America,18.7545,-98.1264
2820,cent2092,Central Sama,sml,Papunesia,7.004574,118.455978
2824,cent2128,Central Siberian Yupik,ess,Eurasia,63.4308,-170.272
2825,cent2140,Central Sierra Miwok,csm,North America,38.0812,-120.257
2828,cent2089,Central Subanen,syb,Papunesia,8.12701,123.018
2829,cent2090,Central Tagbanwa,tgt,Papunesia,10.6519,119.338
2831,cent2131,Central Tarahumara,tar,North America,27.5648,-107.154
2838,cent2150,Central Tunebo,tuf,South America,6.8867,-72.097
2856,cent2127,Central Yupik,esu,North America,60.3062,-161.486
2858,cerm1238,Cerma,cme,Africa,10.1245,-4.94917
2863,chac1250,Chachapoyas Quechua,quk,South America,-6.27021,-77.6615
2864,chac1251,Chácobo,cao,South America,-12.133,-66.7164
2866,chad1249,Chadian Arabic,shu,Africa,14.67,13.5
2867,chad1238,Chadian Sign Language,cds,Africa,12.1115,15.2481
2868,chad1240,Chadong,cdy,Eurasia,25.23532,109.96041
2870,chag1247,Chagatai,chg,Eurasia,38.21146,57.88758
2877,chai1253,Chaima,ciy,South America,9.21256,-63.1034
2879,chak1270,Chak,ckh,Eurasia,21.4134,92.5953
2880,chak1271,Chakali,cli,Africa,9.83446,-1.90181
2884,chak1266,Chakma,ccp,Eurasia,23.00148,92.339
2887,chal1269,Chala,cll,Africa,8.00089,0.50896
2890,chal1275,Chaldean Neo-Aramaic,cld,Eurasia,37.0972,43.5027
2892,chal1267,Chalikha,tgf,Eurasia,27.3231,91.262
2895,cham1315,Chamacoco,ceg,South America,-20.5899,-58.2005
2897,cham1309,Chamalal,cji,Eurasia,42.5024,45.995
2898,cham1329,Chamari,cdg,Eurasia,21.3532,79.6232
2900,cham1307,Chambeali,cdh,Eurasia,32.5476,76.1796
2901,cham1313,Chambri,can,Papunesia,-4.27831,143.097
2903,cham1318,Chamicuro,ccc,South America,-5.1149,-75.6778
2904,cham1312,Chamorro,cha,Papunesia,15.233333,145.75
2917,chan1313,Chang Naga,nbc,Eurasia,26.4336,94.9536
2920,chan1319,Changriwa,cga,Papunesia,-4.28364,143.696
2923,chan1309,Changthang,cna,Eurasia,34.0662,78.2389
2927,chan1310,Chantyal,chx,Eurasia,28.684,83.4488
2929,tach1249,Chaouia of the Aures,shy,Africa,35.1867,6.88901
2932,chac1249,Cha'palaa,cbi,South America,0.71489,-79.0508
2936,char1269,Chara,cra,Africa,6.63946,36.4192
2946,chau1259,Chaudangsi,cdn,Eurasia,29.7033,80.4832
2949,chau1262,Chaungtha,ccq,Eurasia,20.0653,96.2457
2950,chau1258,Chaura,crv,Eurasia,8.45745,93.0331
2951,chav1241,Chavacano,cbk,Papunesia,7.435034,122.18849
2953,chay1249,Chayuco Mixtec,mih,North America,16.3158,-97.8114
2954,chaz1235,Chazumba Mixtec,xtb,North America,18.1541,-97.7873
2955,chee1238,Che,ruk,Africa,10.0031,8.67024
2956,chec1245,Chechen,che,Eurasia,43.5,45.5
2959,chek1238,Cheke Holo,mrn,Papunesia,-8.27055,159.625
2964,chen1259,Chenapian,cjn,Papunesia,-4.25154,142.317
2966,chen1255,Chenchu,cde,Eurasia,15.8787,79.2534
2971,chep1245,Chepang,cdm,Eurasia,27.7206,84.9017
2973,cher1271,Cherepon,cpn,Africa,6.05387,-0.10955
2975,cher1273,Cherokee,chr,North America,35.4664,-83.163
2977,ches1238,Chesu,ych,Eurasia,24.05,101.98
2978,chet1237,Chetco,ctc,North America,42.6864,-124.376
2980,chew1245,Chewong,cwg,Eurasia,3.83331,102.081
2981,chey1247,Cheyenne,chy,North America,45.5321,-106.659
2984,chha1249,Chhattisgarhi,hne,Eurasia,20.3601,82.0483
2989,chhu1238,Chhulung,cur,Eurasia,26.9107,87.2133
2991,chia1237,Chiangmai Sign Language,csd,Eurasia,18.8629,99.039
2993,chia1262,Chiapanec,cip,North America,16.6562,-91.9417
2995,chib1270,Chibcha,chb,South America,6.24999,-74.1666
2997,chic1273,Chicahuaxtla Triqui,trs,North America,17.1628,-97.8547
2999,chic1274,Chichicapan Zapotec,zpv,North America,16.8459,-96.5486
3000,chic1272,Chichimeca-Jonaz,pei,North America,21.2943,-100.524
3001,chic1270,Chickasaw,cic,North America,33.9452,-97.1301
3002,chic1271,Chicomuceltec,cob,North America,15.6078,-91.2869
3003,chig1238,Chiga,cgg,Africa,-1.04387,29.9122
3004,chig1239,Chigmecatitlán Mixtec,mii,North America,18.6303,-98.1046
3011,kund1255,Chikunda,kdn,Africa,-15.7337,30.2804
3016,chil1280,Chilcotin,clc,North America,51.98952,-123.24458
3017,chil1283,Chilean Quechua,cqu,South America,-23.7036,-67.7604
3018,chil1264,Chilean Sign Language,csg,South America,-32.781,-70.6698
3019,chil1275,Chilisso,clh,Eurasia,35.2494,73.3344
3022,chil1282,Chiltepec Chinantec,csa,North America,18.0606,-96.2183
3024,chim1300,Chimalapa Zoque,zoh,North America,16.6543,-94.6913
3026,chim1301,Chimariko,cid,North America,41.0,-123.0
3027,chim1302,Chimborazo Highland Quichua,qug,South America,-1.36727,-78.8521
3029,chim1309,Chimila,cbg,South America,10.1902,-74.2559
3032,chin1476,China Buriat,bxu,Eurasia,48.7593,117.786
3033,chin1475,Chinali,cih,Eurasia,32.555,76.961
3035,chin1478,Chinbon Chin,cnb,Eurasia,20.0776,94.0506
3036,chin1483,Chincha Quechua,qxc,South America,-12.85,-75.649
3037,chin1253,Chinese Pidgin English,cpi,Eurasia,-0.53224,166.926
3039,chin1283,Chinese Sign Language,csl,Eurasia,30.9063,121.569
3046,akru1241,Chini,afi,Papunesia,-4.88687,144.821
3047,chin1286,Chinook,chh,North America,45.1729,-119.166
3048,chhi1245,Chintang,ctn,Eurasia,26.961,87.1899
3049,chip1262,Chipaya,cap,South America,-18.73951,-67.89633
3050,chip1261,Chipewyan,chp,North America,58.3637,-110.832
3051,chip1236,Chipiajes,cbe,South America,3.08332,-71.1667
3053,chip1241,Chippewa,ciw,North America,47.347,-94.2738
3054,chiq1249,Chiquián Ancash Quechua,qxa,South America,-10.1831,-77.4152
3055,chiq1250,Chiquihuitlán Mazatec,maq,North America,18.0541,-96.6659
3056,chiq1248,Chiquitano,cax,South America,-17.6354,-59.9172
3059,chir1286,Chiripá,nhd,South America,-25.6521,-55.051
3067,chir1283,Chiru,cdf,Eurasia,25.4643,94.4072
3071,chit1248,Chitimacha,ctm,North America,30.3386,-90.9123
3072,chit1279,Chitkuli Kinnauri,cik,Eurasia,31.2965,78.5287
3077,chit1275,Chittagonian,ctg,Eurasia,20.831,93.1695
3080,chit1274,Chitwania Tharu,the,Eurasia,27.5825,84.4082
3081,choa1237,Choapan Zapotec,zpc,North America,17.4371,-95.8656
3082,choc1275,Chocangacakha,cgk,Eurasia,27.46961,91.21954
3083,choc1279,Chochotec,coz,North America,17.666,-97.2388
3084,choc1276,Choctaw,cho,North America,33.8993,-94.819
3085,chod1238,Chodri,cdi,Eurasia,20.8803,73.5283
3088,chok1243,Chokri Naga,nri,Eurasia,25.5636,94.2887
3089,chok1245,Chokwe,cjk,Africa,-9.66082,21.3992
3090,chol1282,Chol,ctu,North America,17.4897,-92.4698
3093,chol1284,Cholón,cht,South America,-9.23129,-75.9621
3098,chon1284,Chong of Chanthaburi,cog,Eurasia,12.5218,102.514
3099,chon1285,Choni,cda,Eurasia,27.7552,99.8255
3101,chon1287,Chonyi-Dzihana-Kauma,coh,Africa,-3.79746,39.7553
3102,chop1243,Chopi,cce,Africa,-24.8327,34.1097
3103,chor1275,Chorotega,cjr,North America,10.8154,-85.1228
3104,chor1273,Chortí,caa,North America,14.818,-89.2363
3108,chot1239,Chothe,nct,Eurasia,24.3722,94.2408
3109,chra1242,Chrau,crw,Eurasia,10.8021,107.293
3110,chru1239,Chru,cje,Eurasia,11.6625,108.529
3112,chua1256,Chuanqiandian Cluster Miao,cqd,Eurasia,22.5638,101.95
3113,chua1250,Chuave,cjv,Papunesia,-6.17824,145.139
3114,chug1252,Chug,cvg,Eurasia,27.7686,92.1838
3117,chuj1250,Chuj,cac,North America,15.8399,-91.76
3119,chuk1274,Chuka,cuh,Africa,-0.27405,37.6116
3120,chuk1273,Chukchi,ckt,Eurasia,68.6436,170.045
3122,chuk1270,Chukwa,cuw,Eurasia,27.358,86.9824
3123,chul1246,Chulym,clw,Eurasia,54.3209,89.5541
3126,chum1261,Chumburung,ncu,Africa,8.15211,-0.2755
3128,cung1238,Chungmboko,cug,Africa,6.59687,10.4104
3132,chur1258,Churahi,cdj,Eurasia,32.8969,76.1124
3135,chur1257,Church Slavic,chu,Eurasia,43.7171,22.8442
3138,chut1247,Chut,scb,Eurasia,17.6819,105.773
3141,chuu1238,Chuukese,chk,Papunesia,7.34083,151.596
3143,chuv1255,Chuvash,chv,Eurasia,55.487,47.163
3144,chuw1238,Chuwabu,chw,Africa,-17.3428,37.1231
3148,ciac1237,Cia-Cia,cia,Papunesia,-5.68289,122.791
3149,ciba1236,Cibak,ckl,Africa,10.8977,12.902
3150,cici1237,Cicipu,awc,Africa,11.0417,5.54073
3154,cigb1235,Ci Gbe,cib,Africa,6.84217,2.02134
3157,sans1272,Cimbala-Cizali,kwy,Africa,-5.33539,13.3587
3158,cimb1238,Cimbrian,cim,Eurasia,46.87768,11.42855
3160,cina1236,Cinamiguin Manobo,mkx,Papunesia,9.1793,124.721
3162,cine1238,Cineni,cie,Africa,11.1319,13.8187
3163,cint1239,Cinta Larga,cin,South America,-10.5879,-60.8312
3168,cita1245,Citak,txt,Papunesia,-5.58276,139.461
3171,ciwo1236,Ciwogai,tgd,Africa,10.8881,9.88558
3173,clal1241,Clallam,clm,North America,48.0707,-123.511
3175,clas1253,Classical Mandaic,myz,Eurasia,36.1203,49.5659
3176,clas1250,Classical Nahuatl,nci,North America,19.72,-96.97
3177,clas1251,Classical Quechua,qwc,South America,-9.99999,-76.5
3178,clas1252,Classical Syriac,syc,Eurasia,37.1129,42.1432
3180,clel1238,C'lela,dri,Africa,11.4653,5.26544
3181,coah1252,Coahuilteco,xcw,North America,28.2589,-97.89
3185,coas1294,Coastal Kadazan,kzj,Papunesia,5.77065,116.063
3186,coas1295,Coastal Konjo,kjc,Papunesia,-5.41532,120.304
3188,cent2087,Coastal-Naga Bikol,bcl,Papunesia,13.7574,123.403
3190,sout2912,Coastal-Virac Bikol,bln,Papunesia,13.6989,124.29
3192,coas1301,Coast Miwok,csi,North America,38.3285,-122.994
3194,coat1244,Coatecas Altas Zapotec,zca,North America,16.5609,-96.7336
3195,coat1240,Coatepec Nahuatl,naz,North America,18.32,-99.7114
3196,coat1238,Coatlán Mixe,mco,North America,16.9404,-95.4659
3197,coat1243,Coatlán Zapotec,zps,North America,16.1463,-96.7683
3199,coat1241,Coatzospan Mixtec,miz,North America,18.1209,-96.6591
3203,coca1259,Cocama-Cocamilla,cod,South America,-4.5,-74.0
3206,coch1272,Cochimi,coj,North America,29.04,-114.077
3209,coco1261,Cocopa,coc,North America,32.376,-114.848
3210,coco1260,Cocos Islands Malay,coa,Papunesia,-12.193342,96.833679
3212,coeu1236,Coeur d'Alene,crd,North America,47.2958,-116.715
3213,cofa1242,Cofán,con,South America,0.276675,-77.0643
3214,cogu1240,Cogui,kog,South America,10.9485,-73.8043
3216,coll1240,Col,liw,Papunesia,-3.52245,103.451
3220,mala1479,Colloquial Malay,zlm,Eurasia,1.85856,103.0
3222,colo1249,Colombian Sign Language,csn,South America,5.33532,-75.4464
3223,colo1254,Colonia Tovar German,gct,South America,10.4853,-67.2579
3225,colu1241,Columbia-Wenatchi,col,North America,48.217,-118.454
3227,coma1246,Comaltepec Chinantec,cco,North America,17.5909,-96.445
3228,coma1245,Comanche,com,North America,34.5701,-98.424
3229,come1251,Comecrudo,xcm,North America,26.1333,-98.4667
3233,como1258,Como Karim,cfg,Africa,8.86601,10.816
3234,como1259,Comox,coo,North America,49.7233,-124.967
3235,cona1234,Con,cno,Eurasia,20.6442,100.904
3239,cong1236,Congo Swahili,swc,Africa,-7.2692,27.4196
3245,neap1235,Continental Southern Italian,nap,Eurasia,39.2288,16.4225
3246,coon1239,Côông,cnc,Eurasia,22.3311,102.759
3247,copa1236,Copainalá Zoque,zoc,North America,17.2157,-93.3183
3248,copa1237,Copala Triqui,trc,North America,17.1541,-97.9826
3252,copt1239,Coptic,cop,Africa,29.472,31.2053
3253,coqu1236,Coquille,coq,North America,44.5177,-119.605
3254,cori1240,Cori,cry,Africa,9.59,8.06
3255,corn1251,Cornish,cor,Eurasia,50.5233,-4.18619
3260,coro1247,Corongo Ancash Quechua,qwa,South America,-8.57647,-77.9864
3261,cors1241,Corsican,cos,Eurasia,41.7,9.25537
3263,cost1249,Costa Rican Sign Language,csr,North America,9.8943,-84.118
3265,cota1241,Cotabato Manobo,mta,Papunesia,6.39417,124.234
3268,coto1248,Cotoname,xcn,North America,25.9116,-97.3956
3272,cowl1242,Cowlitz,cow,North America,46.4167,-122.917
3273,coxi1236,Coxima,kox,South America,6.08332,-72.0833
3274,coya1241,Coyaima,coy,South America,11.3333,-73.0
3275,coyo1236,Coyotepec Popoloca,pbf,North America,18.3814,-97.6258
3277,coyu1235,Coyutla Totonac,toc,North America,20.5447,-97.6852
3278,cree1270,Creek,mus,North America,31.0,-87.5
3279,chin1272,Creolized Grand Ronde Chinook Jargon,chn,North America,55.0,-125.0
3285,crim1257,Crimean Tatar,crh,Eurasia,45.0,34.08
3287,croa1245,Croatian,hrv,Eurasia,45.2006,16.826
3288,croa1242,Croatia Sign Language,csq,Eurasia,45.502,16.796
3289,cros1244,Cross River Mbembe,mfn,Africa,6.16926,8.23592
3290,crow1244,Crow,cro,North America,45.368,-107.874
3291,cruz1243,Cruzeño,crz,North America,34.0465,-119.864
3293,cuaa1241,Cua,cua,Eurasia,15.1688,108.431
3295,cuba1236,Cuba,cbq,Africa,10.260725,4.684594
3296,cuba1235,Cuba Sign Language,csf,North America,22.061,-79.209
